,indx,serie_id,Name,Type,Language,AvgRunTime,Country
1389,1389,54996,The Silent Criminal,Scripted,Chinese,37.0,
1390,1390,54996,The Silent Criminal,Scripted,Chinese,37.0,
1391,1391,54996,The Silent Criminal,Scripted,Chinese,37.0,
1392,1392,56848,The Miracle Barbershop,Scripted,English,16.0,
1393,1393,58367,Struggle Meals,Scripted,,20.0,
1394,1394,58426,Peace of Mind with Taraji,Talk Show,English,25.0,
1395,1395,58821,Tunelis,Scripted,Latvian,50.0,
1396,1396,61755,Bride of Beirut,Scripted,Arabic,,
1397,1397,63310,CRAVITY PARK,Reality,Korean,20.0,
1398,1398,64132,TO DO X TXT,Variety,Korean,,"Korea, Republic of"
1399,1399,36813,Conversa com Bial,Talk Show,Portuguese,40.0,Brazil
1400,1400,52250,SJ Returns,Reality,Korean,5.0,"Korea, Republic of"
1401,1401,32417,Çukur,Scripted,Turkish,130.0,Turkey
1402,1402,6146,Rooster Teeth Podcast,Talk Show,English,90.0,United States
1403,1403,17584,This Week in Tech,News,English,120.0,United States
1404,1404,18971,Atop the Fourth Wall,Variety,English,25.0,United States
1405,1405,22473,RAW Talk,Talk Show,English,30.0,United States
1406,1406,44725,Death Battle!,Animation,English,10.0,United States
1407,1407,2504,"Goede Tijden, Slechte Tijden",Scripted,Dutch,25.0,
1408,1408,35597,Frusna vägar,Reality,Swedish,60.0,
1409,1409,45015,Prince Charming,Reality,German,60.0,Germany
1410,1410,17447,Curious George,Animation,English,15.0,United States
1411,1411,802,WWE Monday Night RAW,Sports,English,181.0,United States
1412,1412,57009,Gang Wars. Princes,Scripted,Lithuanian,45.0,
1413,1413,41648,Sim for You,Reality,Korean,16.0,"Korea, Republic of"
1414,1414,49422,Шерлок в России,Scripted,Russian,51.0,Russian Federation
1415,1415,51065,Stand Up Аутсайд,Variety,Russian,28.0,
1416,1416,52933,LAB с Антоном Беляевым,Documentary,Russian,25.0,Russian Federation
1417,1417,51336,Core Sense,Animation,Chinese,24.0,China
1418,1418,54033,Wu Shen Zhu Zai,Animation,Chinese,8.0,China
1419,1419,55002,No Turning Back Romance,Scripted,Korean,12.0,"Korea, Republic of"
1420,1420,63967,Run BTS!,Variety,Korean,,"Korea, Republic of"
1421,1421,54762,Youths in the Breeze,Scripted,Chinese,7.0,China
1422,1422,54762,Youths in the Breeze,Scripted,Chinese,7.0,China
1423,1423,55016,Ling Jian Zun,Animation,Chinese,10.0,China
1424,1424,57339,Mafia Nights,Reality,Persian,90.0,"Iran, Islamic Republic of"
1425,1425,47027,вМесте. Интервью,Talk Show,Russian,26.0,Russian Federation
1426,1426,50752,Stjernestøv,Scripted,Norwegian,20.0,Norway
1427,1427,26268,Слепая,Scripted,Russian,25.0,Russian Federation
1428,1428,53198,SHEKER,Scripted,Russian,22.0,Kazakhstan
1429,1429,51111,Saygı,Scripted,Turkish,60.0,Turkey
1430,1430,44057,Hjerteslag,Scripted,Norwegian,12.0,Norway
1431,1431,49864,Alex og Aune,Reality,Norwegian,12.0,Norway
1432,1432,53089,24/7 FC,Documentary,German,49.0,Germany
1433,1433,13381,Honest Game Trailers,Variety,English,5.0,
1434,1434,13392,Honest Trailers,Scripted,English,6.0,
1435,1435,15250,The Young Turks,News,English,120.0,
1436,1436,15250,The Young Turks,News,English,120.0,
1437,1437,17964,How It Should Have Ended,Animation,English,5.0,
1438,1438,21491,Kurzgesagt – In a Nutshell,Documentary,English,6.0,
1439,1439,30606,SciShow,Documentary,English,9.0,
1440,1440,32980,Returning the Favor,Documentary,English,28.0,
1441,1441,40482,10 глупых вопросов,Talk Show,Russian,25.0,
1442,1442,41611,Good Mythical Morning,Talk Show,English,14.0,
1443,1443,42121,Red Table Talk,Talk Show,English,25.0,
1444,1444,42899,Редакция,Talk Show,Russian,56.0,
1445,1445,43336,Talks Machina,Talk Show,English,60.0,
1446,1446,44944,Вопрос ребром,Talk Show,Russian,37.0,
1447,1447,46140,Эмпатия Манучи,Talk Show,Russian,60.0,
1448,1448,47267,La Vida Moderna,Talk Show,Spanish,38.0,
1449,1449,47944,Inside of You with Michael Rosenbaum,Talk Show,English,86.0,
1450,1450,48302,All Elite Wrestling: Dark,Sports,English,,
1451,1451,49081,Ex and the City,Reality,Norwegian,12.0,
1452,1452,49626,Marvel's Storyboards,Documentary,English,14.0,
1453,1453,50433,UWN Primetime,Sports,English,120.0,
1454,1454,50616,Song Exploder,Documentary,English,26.0,
1455,1455,50616,Song Exploder,Documentary,English,26.0,
1456,1456,50616,Song Exploder,Documentary,English,26.0,
1457,1457,50616,Song Exploder,Documentary,English,26.0,
1458,1458,51934,Sea Him The Series,Scripted,Vietnamese,24.0,
1459,1459,52104,Twisted Fate of Love,Scripted,Chinese,45.0,China
1460,1460,52104,Twisted Fate of Love,Scripted,Chinese,45.0,China
1461,1461,52107,New Face,Scripted,Chinese,45.0,China
1462,1462,52107,New Face,Scripted,Chinese,45.0,China
1463,1463,52108,Psych Hunter,Scripted,Chinese,45.0,
1464,1464,52108,Psych Hunter,Scripted,Chinese,45.0,
1465,1465,52150,Cheat,Scripted,Tagalog,26.0,
1466,1466,52159,To Love,Scripted,Chinese,45.0,China
1467,1467,52159,To Love,Scripted,Chinese,45.0,China
1468,1468,52191,Wayward Guide,Scripted,English,11.0,
1469,1469,52400,Dream Detective,Scripted,Chinese,45.0,China
1470,1470,52400,Dream Detective,Scripted,Chinese,45.0,China
1471,1471,52412,Handmade Love,Scripted,Korean,17.0,
1472,1472,52524,Forever Love,Scripted,Chinese,45.0,China
1473,1473,52524,Forever Love,Scripted,Chinese,45.0,China
1474,1474,52534,NWA Shockwave,Sports,English,45.0,
1475,1475,53119,Narrative Telephone,Talk Show,English,61.0,
1476,1476,53612,Booba,Animation,Russian,5.0,
1477,1477,55355,90 Day Fiancé: Extras,Reality,English,91.0,
1478,1478,55355,90 Day Fiancé: Extras,Reality,English,91.0,
1479,1479,55355,90 Day Fiancé: Extras,Reality,English,91.0,
1480,1480,55355,90 Day Fiancé: Extras,Reality,English,91.0,
1481,1481,55355,90 Day Fiancé: Extras,Reality,English,91.0,
1482,1482,55355,90 Day Fiancé: Extras,Reality,English,91.0,
1483,1483,55355,90 Day Fiancé: Extras,Reality,English,91.0,
1484,1484,55355,90 Day Fiancé: Extras,Reality,English,91.0,
1485,1485,55355,90 Day Fiancé: Extras,Reality,English,91.0,
1486,1486,55355,90 Day Fiancé: Extras,Reality,English,91.0,
1487,1487,55355,90 Day Fiancé: Extras,Reality,English,91.0,
1488,1488,55355,90 Day Fiancé: Extras,Reality,English,91.0,
1489,1489,55355,90 Day Fiancé: Extras,Reality,English,91.0,
1490,1490,55355,90 Day Fiancé: Extras,Reality,English,91.0,
1491,1491,55355,90 Day Fiancé: Extras,Reality,English,91.0,
1492,1492,55355,90 Day Fiancé: Extras,Reality,English,91.0,
1493,1493,55355,90 Day Fiancé: Extras,Reality,English,91.0,
1494,1494,55355,90 Day Fiancé: Extras,Reality,English,91.0,
1495,1495,55355,90 Day Fiancé: Extras,Reality,English,91.0,
1496,1496,55355,90 Day Fiancé: Extras,Reality,English,91.0,
1497,1497,55355,90 Day Fiancé: Extras,Reality,English,91.0,
1498,1498,55355,90 Day Fiancé: Extras,Reality,English,91.0,
1499,1499,55355,90 Day Fiancé: Extras,Reality,English,91.0,
1500,1500,55355,90 Day Fiancé: Extras,Reality,English,91.0,
1501,1501,55355,90 Day Fiancé: Extras,Reality,English,91.0,
1502,1502,55355,90 Day Fiancé: Extras,Reality,English,91.0,
1503,1503,55355,90 Day Fiancé: Extras,Reality,English,91.0,
1504,1504,55355,90 Day Fiancé: Extras,Reality,English,91.0,
1505,1505,55355,90 Day Fiancé: Extras,Reality,English,91.0,
1506,1506,55355,90 Day Fiancé: Extras,Reality,English,91.0,
1507,1507,55355,90 Day Fiancé: Extras,Reality,English,91.0,
1508,1508,55355,90 Day Fiancé: Extras,Reality,English,91.0,
1509,1509,56253,Jessi's Show!Terview,Talk Show,Korean,22.0,
1510,1510,56848,The Miracle Barbershop,Scripted,English,16.0,
1511,1511,57285,DC FanDome,Variety,English,,
1512,1512,58367,Struggle Meals,Scripted,,20.0,
1513,1513,59555,SciShow Kids,Scripted,English,5.0,
1514,1514,60809,Discover Destination UA,Documentary,English,23.0,
1515,1515,61755,Bride of Beirut,Scripted,Arabic,,
1516,1516,63719,Du bu xiao yao,Animation,Chinese,12.0,
1517,1517,60785,Kono Koi Atatamemasu ka,Scripted,Japanese,59.0,
1518,1518,36813,Conversa com Bial,Talk Show,Portuguese,40.0,Brazil
1519,1519,61530,Toki wo Kakeru Bando,Scripted,Japanese,26.0,Japan
1520,1520,17633,All About Android,News,English,90.0,United States
1521,1521,38339,A Teacher,Scripted,English,27.0,United States
1522,1522,40862,Comedy Central Stand-Up Featuring,Variety,English,,United States
1523,1523,63761,Dimension 20's Adventuring Party,Talk Show,English,57.0,United States
1524,1524,2504,"Goede Tijden, Slechte Tijden",Scripted,Dutch,25.0,
1525,1525,50106,Cheyenne et Lola,Scripted,French,50.0,
